Town,Address,Sale Price,Sale Date
MORRISANIA/LONGWOOD,1043 LONGFELLOW AVENUE,715000,9/14/20
PARKCHESTER,"1440 WOOD ROAD, 7B",190000,9/14/20
RIVERDALE,"5800 ARLINGTON AVENUE, 2J",620000,9/14/20
SCHUYLERVILLE/PELHAM BAY,3013 BAISLEY AVE,335000,9/14/20
SOUNDVIEW,1763 LACOMBE AVENUE,305214,9/14/20
SOUNDVIEW,1291 ROSEDALE AVENUE,530000,9/14/20
BRONXDALE,2787 HONE AVENUE,330000,9/15/20
COUNTRY CLUB,1340 LOHENGRIN PLACE,670000,9/15/20
EAST TREMONT,2105-2111 CLINTON AVENUE,5250000,9/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1303 NELSON AVE,391000,9/15/20
HIGHBRIDGE/MORRIS HEIGHTS,N/A JESUP AVENUE,930000,9/15/20
MORRIS PARK/VAN NEST,1823 BOGART AVENUE,510000,9/15/20
MORRISANIA/LONGWOOD,1044 PROSPECT AVENUE,625000,9/15/20
PELHAM PARKWAY SOUTH,"2080 BARNES AVENUE, 1E",165000,9/15/20
RIVERDALE,3033 SCENIC PLACE,1175000,9/15/20
RIVERDALE,N/A SCENIC PLACE,1175000,9/15/20
RIVERDALE,"2575 PALISADE AVE, 9F",585000,9/15/20
SOUNDVIEW,1026 LELAND AVENUE,520000,9/15/20
THROGS NECK,800 LOGAN AVENUE,245000,9/15/20
THROGS NECK,3237 GIEGERICH,675000,9/15/20
WESTCHESTER,2264 POWELL AVENUE,540000,9/15/20
WILLIAMSBRIDGE,3717 WILLETT AVENUE,210000,9/15/20
BAYCHESTER,3218 BRUNER AVENUE,665000,9/16/20
MORRIS PARK/VAN NEST,1190 NEILL AVENUE,660000,9/16/20
MORRISANIA/LONGWOOD,"780D BROOK AVENUE, 31D",355000,9/16/20
MORRISANIA/LONGWOOD,434 EAST 165TH STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,439 EAST 164 STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,437 EAST 164 STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,432 EAST 165TH STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,441 EAST 164TH STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,N/A EAST 164 STREET,14000000,9/16/20
MORRISANIA/LONGWOOD,442 EAST 165TH STREET,14000000,9/16/20
PELHAM GARDENS,1512 ALLERTON AVENUE,572400,9/16/20
PELHAM PARKWAY SOUTH,"2080 BARNES AVENUE, 4G",255000,9/16/20
SOUNDVIEW,1339 COMMONWEALTH AVENUE,620000,9/16/20
WAKEFIELD,4761 RICHARDSON AVENUE,10,9/16/20
WAKEFIELD,N/A RICHARDSON AVENUE,10,9/16/20
WESTCHESTER,2127 CROSS BRONX EXPRESSWAY,193700,9/16/20
WILLIAMSBRIDGE,690 EAST 230TH STREET,682650,9/16/20
CITY ISLAND,56 MARINE STREET,25000,9/17/20
FORDHAM,219 EAST BURNSIDE AVENUE,499000,9/17/20
MOTT HAVEN/PORT MORRIS,809 EAST 140 STREET,1990000,9/17/20
PARKCHESTER,628 BAKER AVENUE,525000,9/17/20
PARKCHESTER,"1604 METROPOLITAN AVENUE, 3D",270000,9/17/20
PELHAM PARKWAY NORTH,2223 BOUCK AVENUE,948000,9/17/20
PELHAM PARKWAY NORTH,2317 WILSON AVENUE,695000,9/17/20
PELHAM PARKWAY NORTH,2436 THROOP AVENUE,500000,9/17/20
SCHUYLERVILLE/PELHAM BAY,2716 GIFFORD AVENUE,500000,9/17/20
THROGS NECK,261 REYNOLDS AVENUE,508000,9/17/20
WAKEFIELD,4319 BOYD,545000,9/17/20
WILLIAMSBRIDGE,864 EAST 215 STREET,5000,9/17/20
BAYCHESTER,3386 ELY AVENUE,415000,9/18/20
BAYCHESTER,1131 EAST 211 STREET,124000,9/18/20
BAYCHESTER,1490 HICKS STREET,700000,9/18/20
BEDFORD PARK/NORWOOD,3059 VALENTINE AVENUE,990000,9/18/20
BEDFORD PARK/NORWOOD,207 EAST 205 STREET,1060000,9/18/20
COUNTRY CLUB,3259 LAYTON AVENUE,950000,9/18/20
EAST TREMONT,2152 HUGHES AVENUE,520000,9/18/20
MORRISANIA/LONGWOOD,846 FREEMAN STREET,455000,9/18/20
RIVERDALE,"5601 RIVERDALE AVENUE, 4K",160000,9/18/20
SCHUYLERVILLE/PELHAM BAY,1411 CROSBY AVENUE,500000,9/18/20
THROGS NECK,"21 CHAFFEE AVENUE, 21",170000,9/18/20
BRONXDALE,3387 WALLACE AVENUE,525000,9/21/20
PARKCHESTER,645 VAN NEST AVENUE,3822500,9/21/20
PELHAM GARDENS,2413 TIEMANN AVENUE,635000,9/21/20
SCHUYLERVILLE/PELHAM BAY,2935 WATERBURY AVENUE,420000,9/21/20
SOUNDVIEW,1124 BEACH AVE,675000,9/21/20
THROGS NECK,3205 GIEGERICH PLACE,535000,9/21/20
THROGS NECK,92 PENNYFIELD AVENUE,496500,9/21/20
THROGS NECK,N/A PENNYFIELD AVENUE,496500,9/21/20
WAKEFIELD,4373 EDSON AVENUE,590000,9/21/20
BRONXDALE,2925 LACONIA AVENUE,425000,9/22/20
FIELDSTON,319 COLLEGE ROAD,1295000,9/22/20
MORRIS PARK/VAN NEST,1839 WALLACE AVENUE,825000,9/22/20
MORRISANIA/LONGWOOD,1098 WASHINGTON AVENUE,365000,9/22/20
PELHAM PARKWAY SOUTH,1614 MCDONALD STREET,2000000,9/22/20
RIVERDALE,"525 WEST 238TH STREET, 1P",565000,9/22/20
SOUNDVIEW,1791 PATTERSON AVENUE,508000,9/22/20
THROGS NECK,867 REVERE AVENUE,475000,9/22/20
WOODLAWN,338 EAST 239 STREET,730000,9/22/20
BRONXDALE,974 EAST GUN HILL ROAD,1520000,9/23/20
COUNTRY CLUB,"1406 OUTLOOK AVENUE, 3",450000,9/23/20
PARKCHESTER,"1565 ODELL STREET, 8A",175000,9/23/20
RIVERDALE,"2550 INDEPENDENCE AVENUE, 3M",236000,9/23/20
SCHUYLERVILLE/PELHAM BAY,2864 WELLMAN AVENUE,425000,9/23/20
SOUNDVIEW,1957 GILDERSLEEVE AVENUE,270000,9/23/20
BEDFORD PARK/NORWOOD,249 E MOSHOLU PARKWAY N,600000,9/24/20
BRONXDALE,3311 LURTING AVENUE,450000,9/24/20
COUNTRY CLUB,3157 VALHALLA DRIVE,560000,9/24/20
KINGSBRIDGE/JEROME PARK,"3123 BAILEY AVENUE, 4E",265000,9/24/20
PELHAM PARKWAY SOUTH,2169 BOGART AVENUE,590000,9/24/20
RIVERDALE,5649 SYLVAN AVENUE,790000,9/24/20
RIVERDALE,"3840 GREYSTONE, BS",175000,9/24/20
WESTCHESTER,2434 DORSEY,900000,9/24/20
BAYCHESTER,4026 MURDOCK AVENUE,730000,9/25/20
COUNTRY CLUB,3183 BARKLEY AVE,645000,9/25/20
COUNTRY CLUB,3202 PHILIP AVENUE,480000,9/25/20
COUNTRY CLUB,720 WILCOX AVENUE,386250,9/25/20
MORRISANIA/LONGWOOD,859 EAST 164 STREET,712787,9/25/20
PARKCHESTER,"1470 WEST AVENUE, 1E",190000,9/25/20
RIVERDALE,5622 FIELDSTON ROAD,835500,9/25/20
SOUNDVIEW,1769 GLEASON AVENUE,550000,9/25/20
SOUNDVIEW,1333 NOBLE AVENUE,700000,9/25/20
MORRIS PARK/VAN NEST,1710 COLDEN AVENUE,995000,9/28/20
RIVERDALE,"60 KNOLLS CRESCENT, 1K",159225,9/28/20
PARKCHESTER,2040 MCGRAW AVENUE,1350000,9/29/20
THROGS NECK,2909 SCHURZ AVENUE,700000,9/29/20
THROGS NECK,2903 SCHURZ AVENUE,700000,9/29/20
THROGS NECK,"24 PENNYFIELD AVENUE, 3E",351750,9/29/20
BAYCHESTER,4002 GRACE AVE,755000,9/30/20
COUNTRY CLUB,3184 PARSIFAL PLACE,605000,9/30/20
MOTT HAVEN/PORT MORRIS,893 EAST 141 STREET,9000000,9/30/20
RIVERDALE,5020 INDEPENDENCE AVENUE,4325000,9/30/20
RIVERDALE,"4555 HENRY HUDSON PARKWAY, A0710",470000,9/30/20
RIVERDALE,"4555 HENRY HUDSON PARKWAY, A1110",550000,9/30/20
